,news_id,user_id,title
0,150,11,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
1,93,28,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
2,7,30,The Black Sphere with Kevin Jackson
3,91,30,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
4,93,36,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
5,91,63,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
6,93,74,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
7,142,74,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
8,150,82,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
9,30,84,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
10,91,147,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
11,93,141,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
12,93,142,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
13,23,111,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
14,150,111,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
15,82,141,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
16,113,198,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
17,115,201,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
18,141,251,"Two White Men Doused With Gasoline, Set On FIRE By Blacks"
19,150,254,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
20,93,258,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
21,115,258,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
22,150,289,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
23,7,292,The Black Sphere with Kevin Jackson
24,73,292,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
25,80,292,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
26,77,312,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
27,91,316,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
28,141,324,"Two White Men Doused With Gasoline, Set On FIRE By Blacks"
29,11,338,Trump’s Latest Campaign Promise May Be His Most Horrible One Yet
30,93,356,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
31,91,358,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
32,77,368,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
33,115,393,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
34,92,414,Declassified Docs Show That Obama Admin Created ISIS In 2012 To Use As A 'Tool' ⋆ US Herald
35,80,443,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
36,93,447,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
37,80,459,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
38,150,499,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
39,80,525,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
40,150,533,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
41,136,538,Charlotte Thugs Leaves Cop’s Body With Disgusting Thing They Did... ⋆ Freedom Daily
42,147,545,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.
43,77,570,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
44,80,579,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
45,7,587,The Black Sphere with Kevin Jackson
46,91,590,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
47,21,600,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up
48,77,600,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
49,82,600,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
50,93,633,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
51,80,657,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
52,23,679,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
53,80,679,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
54,77,683,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
55,93,718,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
56,136,718,Charlotte Thugs Leaves Cop’s Body With Disgusting Thing They Did... ⋆ Freedom Daily
57,93,762,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
58,21,771,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up
59,142,775,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
60,91,782,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
61,22,796,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
62,150,796,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
63,20,802,BREAKING: Did Hillary Clinton Have a Nervous Breakdown?
64,30,802,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
65,49,802,Australia Voted To Ban Muslims And Liberals Are Pissed
66,91,802,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
67,84,823,BOOM! Marines Send TERRORISTS Scathing Message [VIDEO]
68,43,827,Republicans Push Bill To Legalize Voter Intimidation To Help Trump In Pennsylvania
69,93,832,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
70,115,882,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
71,7,898,The Black Sphere with Kevin Jackson
72,142,899,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
73,150,909,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
74,80,913,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
75,104,936,Obama Pushes One World Government
76,130,936,No WAY! Liberal Judge Just Made A Law For Black Males To Do This DISGUSTING Thing To Cops ⋆ Freedom Daily
77,23,968,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
78,142,1006,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
79,125,1007,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
80,93,1026,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
81,80,1059,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
82,7,1110,The Black Sphere with Kevin Jackson
83,73,1110,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
84,80,1110,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
85,73,1114,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
86,93,1115,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
87,21,1123,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up
88,62,1141,Putin's Troll Army Caught Rigging Twitter To Pretend Trump Won
89,93,1154,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
90,7,1155,The Black Sphere with Kevin Jackson
91,91,1183,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
92,93,1213,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
93,91,1225,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
94,91,1235,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
95,93,1244,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
96,115,1244,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
97,150,1253,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
98,152,1289,Surgeon General warns: Drinking every time Trump lies during debate could result in acute alcohol poisoning
99,115,1323,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
100,125,1323,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
101,113,1324,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
102,93,1347,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
103,73,1390,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
104,62,1432,Putin's Troll Army Caught Rigging Twitter To Pretend Trump Won
105,91,1432,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
106,21,1472,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up
107,93,1479,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
108,115,1490,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
109,49,1510,Australia Voted To Ban Muslims And Liberals Are Pissed
110,23,1521,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
111,93,1523,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
112,125,1524,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
113,142,1573,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
114,91,1597,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
115,142,1654,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
116,65,1655,Donald Trump Goes Off The Deep End–May Be Unfit For Debate ‹ Opposition Report
117,91,1675,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
118,164,1702,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
119,93,1704,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
120,73,1732,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
121,150,1740,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
122,113,1742,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
123,93,1743,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
124,93,1750,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
125,80,1756,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
126,22,1761,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
127,93,1795,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
128,150,1798,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
129,113,1799,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
130,23,1812,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
131,73,1812,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
132,93,1865,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
133,125,1869,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
134,91,1870,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
135,125,1873,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
136,150,1874,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
137,136,1907,Charlotte Thugs Leaves Cop’s Body With Disgusting Thing They Did... ⋆ Freedom Daily
138,150,1974,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
139,141,1983,"Two White Men Doused With Gasoline, Set On FIRE By Blacks"
140,91,1989,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
141,91,1995,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
142,7,2009,The Black Sphere with Kevin Jackson
143,80,2009,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
144,91,2009,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
145,91,2010,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
146,93,2042,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
147,22,2051,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
148,113,2074,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
149,115,2111,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
150,91,2125,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
151,115,2161,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
152,23,2173,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
153,73,2173,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
154,113,2202,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
155,150,2213,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
156,93,2238,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
157,80,2254,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
158,91,2258,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
159,91,2261,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
160,91,2283,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
161,80,2300,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
162,23,2316,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
163,91,2318,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
164,142,2343,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
165,77,2384,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
166,93,2389,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
167,84,2406,BOOM! Marines Send TERRORISTS Scathing Message [VIDEO]
168,91,2407,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
169,23,2444,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
170,115,2445,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
171,93,2451,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
172,23,2507,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
173,73,2507,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
174,82,2529,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
175,150,2595,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
176,23,2596,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
177,91,2596,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
178,82,2597,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
179,80,2638,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
180,141,2654,"Two White Men Doused With Gasoline, Set On FIRE By Blacks"
181,23,2660,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
182,80,2660,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
183,21,2663,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up
184,23,2663,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
185,77,2663,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
186,150,2666,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
187,93,2693,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
188,125,2699,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
189,91,2716,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
190,150,2730,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
191,142,2733,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
192,136,2756,Charlotte Thugs Leaves Cop’s Body With Disgusting Thing They Did... ⋆ Freedom Daily
193,91,2791,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
194,23,2801,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
195,113,2810,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
196,115,2810,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
197,147,2810,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.
198,115,2834,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
199,12,2863,Website is Down For Maintenance
200,115,2987,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
201,23,2989,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
202,93,3010,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
203,80,3018,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
204,93,3046,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
205,125,3053,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
206,73,3065,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
207,23,3075,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
208,91,3090,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
209,93,3108,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
210,91,3147,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
211,93,3169,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
212,150,3171,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
213,73,3178,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
214,93,3197,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
215,150,3206,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
216,91,3211,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
217,80,3224,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
218,80,3340,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
219,91,3376,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
220,23,3394,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
221,80,3395,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
222,141,3406,"Two White Men Doused With Gasoline, Set On FIRE By Blacks"
223,93,3414,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
224,80,3429,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
225,125,3438,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
226,125,3470,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
227,80,3502,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
228,91,3511,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
229,115,3574,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
230,23,3581,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
231,48,3581,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily
