,news_id,user_id,title
464,93,7496,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
465,93,7497,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
466,91,7558,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
467,93,7595,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
468,23,7617,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
469,93,7618,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
470,115,7618,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
471,150,7621,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
472,115,7655,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
473,73,7657,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
474,80,7677,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
475,150,7697,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
476,30,7701,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
477,73,7704,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
478,93,7724,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
479,142,7754,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
480,113,7768,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
481,115,7769,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
482,115,7830,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
483,113,7860,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
484,91,7864,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
485,23,7902,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
486,93,7919,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
487,142,7930,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
488,21,7935,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up
489,77,7935,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
490,91,7944,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
491,93,7965,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
492,93,7967,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
493,113,7998,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
494,91,8046,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
495,93,8063,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
496,147,8151,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.
497,113,8185,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
498,142,8196,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
499,82,8225,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
500,113,8226,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
501,150,8248,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
502,150,8250,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
503,147,8280,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.
504,150,8289,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
505,113,8297,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
506,91,8335,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
507,91,8337,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
508,91,8341,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
509,91,8343,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
510,91,8362,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
511,115,8362,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
512,93,8367,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
513,93,8374,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
514,115,8420,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
515,152,8425,Surgeon General warns: Drinking every time Trump lies during debate could result in acute alcohol poisoning
516,91,8441,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
517,77,8469,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
518,136,8470,Charlotte Thugs Leaves Cop’s Body With Disgusting Thing They Did... ⋆ Freedom Daily
519,23,8476,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
520,48,8484,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily
521,93,8493,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
522,93,8505,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
523,80,8570,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
524,91,8577,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
525,1,8597,Declassified Docs Show That Obama Admin Created ISIS In 2012 To Use As A 'Tool' ⋆ US Herald
526,8,8597,"The AP, In 2004, Said Your Boy Obama Was BORN In This Particular Country"
527,93,8601,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
528,115,8601,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
529,93,8619,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
530,93,8641,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
531,93,8642,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
532,73,8657,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
533,8,8659,"The AP, In 2004, Said Your Boy Obama Was BORN In This Particular Country"
534,93,8673,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
535,91,8694,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
536,93,8718,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
537,91,8727,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
538,93,8731,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
539,142,8731,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
540,91,8752,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
541,91,8780,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
542,93,8793,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
543,142,8797,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
544,30,8816,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
545,91,8829,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
546,125,8840,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
547,93,8859,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
548,150,8861,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
549,73,8867,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
550,91,8869,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
551,77,8926,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
552,115,8940,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
553,125,8940,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
554,141,8940,"Two White Men Doused With Gasoline, Set On FIRE By Blacks"
555,23,8945,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
556,93,8951,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
557,150,8953,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
558,91,8964,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
559,93,8979,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
560,77,8983,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
561,23,8992,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
562,152,9000,Surgeon General warns: Drinking every time Trump lies during debate could result in acute alcohol poisoning
563,93,9009,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
564,125,9018,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
565,80,9071,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
566,91,9075,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
567,48,9080,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily
568,93,9096,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
569,73,9123,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
570,23,9126,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
571,73,9126,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
572,91,9158,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
573,125,9180,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
574,115,9184,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
575,150,9189,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
576,142,9217,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
577,12,9225,Website is Down For Maintenance
578,30,9262,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
579,73,9283,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
580,93,9306,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
581,150,9315,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
582,82,9332,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
583,125,9381,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
584,150,9399,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
585,30,9426,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
586,115,9463,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
587,150,9500,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
588,23,9547,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
589,125,9549,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
590,147,9549,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.
591,80,9606,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
592,113,9622,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
593,23,9652,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
594,93,9676,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
595,82,9686,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
596,93,9738,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
597,93,9758,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
598,7,9764,The Black Sphere with Kevin Jackson
599,91,9795,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
600,43,9805,Republicans Push Bill To Legalize Voter Intimidation To Help Trump In Pennsylvania
601,82,9822,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
602,142,9850,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
603,142,9853,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
604,82,9864,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
605,115,9867,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
606,150,9885,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
607,73,9894,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
608,93,9912,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
609,125,9927,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
610,150,9936,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
611,91,9946,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
612,7,9960,The Black Sphere with Kevin Jackson
613,91,9964,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
614,23,9973,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
615,93,9986,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
616,93,10009,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
617,93,10026,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
618,48,10030,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily
619,73,10052,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
620,147,10079,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.
621,152,10085,Surgeon General warns: Drinking every time Trump lies during debate could result in acute alcohol poisoning
622,93,10113,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
623,23,10131,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
624,23,10152,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
625,91,10162,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
626,23,10185,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
627,23,10195,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
628,73,10195,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
629,82,10253,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
630,93,10286,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
631,82,10294,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down
632,93,10318,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
633,93,10321,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
634,150,10333,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
635,115,10358,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
636,93,10374,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
637,80,10381,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
638,142,10391,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
639,80,10409,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
640,12,10412,Website is Down For Maintenance
641,80,10417,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
642,93,10418,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
643,77,10421,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
644,91,10426,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
645,93,10504,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
646,142,10545,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
647,113,10548,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
648,125,10548,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
649,142,10610,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
650,142,10638,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
651,80,10644,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
652,93,10658,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
653,115,10677,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
654,93,10691,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
655,93,10706,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
656,91,10731,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
657,93,10745,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
658,125,10745,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
659,30,10750,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
660,93,10766,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
661,73,10771,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
662,150,10782,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate"""
663,91,10784,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
664,22,10786,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
665,113,10840,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
666,80,10881,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO]
667,91,10901,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
668,91,10902,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
669,91,10970,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
670,23,10974,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
671,7,10978,The Black Sphere with Kevin Jackson
672,93,10980,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
673,23,11013,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald
674,30,11013,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees
675,62,11013,Putin's Troll Army Caught Rigging Twitter To Pretend Trump Won
676,65,11013,Donald Trump Goes Off The Deep End–May Be Unfit For Debate ‹ Opposition Report
677,77,11013,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’"
678,84,11013,BOOM! Marines Send TERRORISTS Scathing Message [VIDEO]
679,91,11023,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context
680,142,11046,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
681,115,11123,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video]
682,93,11154,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising
683,104,11154,Obama Pushes One World Government
684,125,11154,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake
685,130,11154,No WAY! Liberal Judge Just Made A Law For Black Males To Do This DISGUSTING Thing To Cops ⋆ Freedom Daily
686,21,11156,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up
687,113,11166,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
688,73,11169,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
689,113,11174,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report
